地域クラブ名,地域クラブ名（フリガナ）,種目・分野,活動エリア（区）,活動場所,活動日時,募集対象・性別,費用（月会費、その他費用）,活動方針等,中体連・中文連大会参加の有無,ホームページ・SNS等（任意）,代表者氏名（任意）,連絡先（任意）,メール（任意）,入会方法（いずれか選択）,備考,
沼・吉田クラブ,ヌマ・ヨシダクラブ,軟式野球,小倉南区,沼中学校・吉田中学校グラウンド,,中学生の男女,"月会費1,000円　保険料800円/年",,,,,,,,
TOBATA　MJ,トバタ　エムジェイ,バドミントン,戸畑区,飛幡中学校,,中学生,1回300円とシャトル1個,,,,,,,,
RED FALCONS,レッド　ファルコンズ,バスケットボール,小倉北区,足立中学校体育館,,中学校１年から中学校３年,5000円（4.8月に徴収）,,,,,,,,
洞北JBC,ドウホクジュニアベースボールクラブ,軟式野球,若松区,洞北中学校,,中学生,2000円,,,,,,,,
湯川バスケットボールクラブ,ユガワバスケットボールクラブ,バスケットボール,小倉南区,湯川中学校体育館,,中学生の男　（女性を拒むものではないが基本男子）,"月会費3,000円、入会金（継続費）1,500円 その他個人で使用する用具代など",,,,,,,,
niiju.jtp,ニイジュウ　ドット　ジェイティーピー,柔道,小倉南区,小倉南武道場及び広徳中学校武道場,,原則中学生　,月額2500円　（4月と10月にまとめて徴収）,,,,,,,,
沖田バスケットボールクラブ,オキタバスケットボールクラブ,バスケットボール,八幡西区,沖田中学校　体育館,,中学校１年生から中学校３年生,月会費200円（当面の間…詳細は会則に記載あり）、保険料年額８００円、その他個人で使用する用具代など,,,,,,,,
熊西クラブ黙々会,クマニシクラブモクモクカイ,剣道,八幡西区,熊西中学校武道場,,中学生,一人100円／月,,,,,,,,
顕彰館,ケンショウカン,剣道,小倉北区,菊陵中学校武道場,,中学1年生から中学3年生,"毎月3,000円、スポーツ保険800円",,,,,,,,
スマイル合氣道,スマイルアイキドウ,合気道,門司区,柳西中学校、または戸ノ上中学校の武道場,,北九州市の中学生の男女,"月会費 2,500円、年間保険料 800円、道着・用具代",,,,,,,,
青嵐陸上クラブ,セイランリクジョウクラブ,陸上（中距離・長距離）駅伝競走,小倉南区,青嵐グラウンド（北九州市立大学）,,中学生の男女,"月会費2,000円保険料800円その他陸連への登録費ユニフォーム代など",,,,,,,,
板櫃U14バレーボールクラブ,イタビツアンダージュウヨンバレーボールクラブ,バレーボール,小倉北区,板櫃中学校体育館　（変更の場合は事前に連絡、告知）,,中学生１～３年生 （板櫃中女子バレー部を母体とした地域クラブです）,月会費500円、保険料年800円、その他個人で使用する用具代など,,,,,,,,
鷹野　テニスクラブ,タカノ　テニスクラブ,ソフトテニス,小倉南区,"吉田中学校　テニスコート 新太陽の丘テニスコート",,中学校1年生～中学校3年生,"年会費　1人4,000円　参加費1回　1人500円",,,,,,,,
小倉正剣会剣道クラブ,コクラセイケンカイケンドウクラブ,剣道,小倉南区,小倉南武道場 １階剣道場,,中学生の男女（主に男女混合で稽古します）,1000円,,,,,,,,
NPO法人TOTOS北九州,エヌピーオーホウジントトスキタキュウシュウ,バドミントン,小倉北区,板櫃中学校/小倉北特別支援学校,,中学1年生から中学3年生まで,"1か月当たり3,000円",,,,,,,,
SONEクラブ,ソネクラブ,ソフトテニス,小倉南区,曽根中学校テニスコート,,中学生の男女,"月会費1,000円（スポーツ保険料含む）その他個人で使用する用具代など",,,,,,,,
田原BBC,タハラボーズベースボールクラブ,軟式野球,小倉南区,田原中学校グランド,,中学生の男女（主に男女混合で練習します。）,1200円/月（スポーツ保険、飲料、用具）,,,,,,,,
北九州SUMOクラブ,キタキュウシュウスモウクラブ,相撲,八幡西区,"基本練習場所 黒崎中学校武道場 その他・香月スポーツセンター相撲場・各合同練習場所（県外あり）・各大会（県外あり）",,中学1年生から中学生3年生までの生徒,1000円（スポーツ保険・選手登録費・遠征費等は別途必要になります）,,,,,,,,
則松地域Sweet Ukulele Club,ノリマツチイキスウィートウクレレクラブ,ウクレレ,八幡西区,則松市民センター,,中学校1年生から中学校3年生までの生徒,"1,000円",,,,,,,,
